,LSAT,UGPA,ZFYA,race,sex,score,label
8334,37.0,3.2,0.11,1,1,0.941661,1.0
8335,35.0,3.0,-0.07,1,1,0.872282,1.0
8336,40.0,3.5,1.42,1,1,0.999684,1.0
8337,39.0,3.8,2.39,1,0,0.9999201,1.0
8338,35.0,3.3,-0.18,1,1,0.8807741,1.0
8340,37.0,2.9,0.03,1,0,0.942999,1.0
8341,24.0,3.6,-1.54,0,0,0.24536318,0.0
8343,33.0,3.8,-0.55,1,1,0.8687152,1.0
8344,35.0,3.4,-0.28,1,0,0.9082057,1.0
8345,33.0,3.0,-0.26,1,1,0.8313901,1.0
8346,36.0,3.2,-0.07,1,0,0.9296836,0.0
8347,32.0,3.3,0.5,1,1,0.88310397,1.0
8348,30.0,2.9,-0.31,1,0,0.8812541,1.0
8349,33.0,3.2,-0.07,1,0,0.9078397,1.0
8350,39.5,3.5,0.37,1,1,0.9797061,1.0
8351,29.5,3.3,-1.46,1,0,0.56887287,0.0
8352,39.0,3.6,-0.02,1,0,0.9747999,1.0
8353,34.0,3.6,-0.63,1,0,0.93485194,0.0
8354,41.0,3.0,-0.52,1,0,0.9049355,1.0
8356,42.0,3.1,-1.39,1,0,0.90093076,1.0
8357,38.5,3.7,-0.65,1,1,0.95304537,1.0
8358,35.0,3.4,-0.26,1,1,0.9013924,1.0
8360,33.0,3.0,-0.34,1,1,0.8027873,1.0
8361,38.0,3.5,1.05,1,1,0.9974669,1.0
8362,39.0,3.0,0.24,1,0,0.9231559,1.0
8363,36.0,3.9,0.45,1,1,0.9637749,0.0
8364,40.0,2.9,-0.49,1,0,0.94842845,1.0
8367,44.0,3.1,0.0,1,0,0.98167175,1.0
8368,34.0,3.5,-0.44,1,1,0.9047222,1.0
8369,38.0,3.5,-0.07,1,1,0.96800977,1.0
8370,39.0,2.6,-0.34,1,0,0.8170396,1.0
8371,37.0,3.3,0.11,1,1,0.957639,1.0
8372,33.0,3.4,1.68,1,1,0.9986412,1.0
8373,44.0,3.2,1.19,1,0,0.9945627,1.0
8374,30.0,3.1,-0.47,1,0,0.90923375,1.0
8375,35.0,2.9,1.26,1,1,0.99473816,1.0
8376,30.0,2.9,-0.16,1,0,0.83943075,1.0
8377,36.0,3.1,-1.02,1,0,0.8931863,1.0
8378,37.0,3.2,-0.23,1,0,0.9169841,1.0
8379,46.0,3.6,1.84,1,0,0.9987324,1.0
8380,45.0,3.7,1.71,1,0,0.9996043,1.0
8381,37.0,2.4,-0.89,0,1,0.8171862,1.0
8383,36.0,3.5,0.7,1,0,0.9672876,1.0
8384,31.0,4.0,-0.1,1,1,0.992293,1.0
8385,36.5,3.1,-0.42,1,0,0.9426456,1.0
8386,36.0,3.0,1.42,1,0,0.9988028,1.0
8387,39.0,2.7,1.03,1,0,0.99517256,1.0
8388,34.5,3.2,1.61,1,1,0.9993761,1.0
8389,37.0,3.7,0.77,1,0,0.9898499,1.0
8390,40.0,3.7,1.45,1,1,0.99980515,1.0
8391,37.0,3.1,1.58,1,0,0.9942374,1.0
8393,43.0,3.4,-0.26,1,1,0.9623869,1.0
8394,36.0,3.2,1.08,1,1,0.96375066,1.0
8395,44.0,3.9,0.74,1,1,0.9888459,1.0
8396,37.0,3.2,-1.15,1,1,0.83009607,1.0
8397,38.0,3.2,0.87,1,0,0.97929037,1.0
8398,29.0,2.6,0.06,1,0,0.95661056,1.0
8400,39.0,2.8,0.06,1,1,0.91829205,1.0
8401,39.0,3.8,1.08,1,1,0.9993948,1.0
8402,30.0,2.7,-0.97,0,1,0.5009705,1.0
8403,40.0,3.1,0.53,1,0,0.99541974,1.0
8404,40.0,3.1,0.11,1,0,0.97005355,1.0
8405,36.0,3.2,-0.84,1,1,0.87698805,1.0
8406,39.0,2.5,0.19,1,0,0.9456091,1.0
8407,37.0,3.4,0.16,1,0,0.95109665,1.0
8408,27.0,2.4,-0.99,1,0,0.51149666,0.0
8409,41.0,3.3,0.32,1,0,0.96665025,1.0
8410,36.0,2.9,1.42,1,0,0.9987801,1.0
8412,40.0,3.3,0.19,1,0,0.9763248,1.0
8413,37.0,3.2,-0.05,1,0,0.9300867,1.0
8414,44.0,3.0,-0.42,1,0,0.9692374,1.0
8415,35.0,3.1,-0.84,1,0,0.8869269,1.0
8416,42.0,2.9,0.5,1,0,0.9960227,1.0
8417,27.0,3.3,-1.17,1,1,0.413923,0.0
8418,35.5,3.3,0.21,1,1,0.9673523,1.0
8419,32.5,2.8,0.16,1,0,0.84585637,1.0
8420,37.5,3.3,1.66,1,0,0.99745315,1.0
8422,33.0,3.4,-1.18,1,0,0.7955122,1.0
8423,40.0,3.4,0.27,1,0,0.9575087,1.0
8424,30.0,3.2,0.96,1,0,0.97808254,1.0
8425,37.0,3.8,0.92,1,0,0.9984169,1.0
8426,40.0,2.3,0.82,1,0,0.9375204,1.0
8427,40.0,2.8,-0.15,1,0,0.97183675,1.0
8428,35.0,3.3,0.58,1,1,0.97179055,1.0
8429,33.0,3.3,0.82,1,0,0.98754895,1.0
8430,29.0,3.7,-0.26,1,0,0.7550948,1.0
8431,35.0,3.2,-1.15,1,1,0.75578785,1.0
8434,37.0,3.3,-0.1,1,1,0.93852085,1.0
8435,44.0,3.1,1.61,1,0,0.9996296,1.0
8436,35.0,3.0,-1.41,1,1,0.5076216,1.0
8437,38.0,3.3,0.53,1,0,0.9925793,1.0
8438,43.0,3.3,1.58,1,1,0.9984059,1.0
8439,33.0,2.4,-0.63,1,0,0.886033,1.0
8440,38.0,3.6,0.74,1,1,0.99286485,1.0
8441,37.5,3.6,1.5,1,0,0.99555284,1.0
8442,29.5,3.1,-1.23,1,0,0.6858063,1.0
8443,36.0,3.1,0.24,1,1,0.9420462,1.0
8444,39.0,3.6,-0.34,1,1,0.88474023,0.0
8445,40.0,3.6,1.4,1,1,0.9996735,1.0
8446,35.0,3.0,0.84,1,1,0.98821205,1.0
8447,31.5,3.0,-0.44,1,1,0.6182507,1.0
8448,40.0,2.8,-0.23,1,0,0.9676963,1.0
8449,36.0,3.9,-0.31,1,1,0.9137552,1.0
8450,37.0,3.8,0.92,1,1,0.9986634,1.0
8451,29.0,3.4,-0.19,1,0,0.84149975,1.0
8453,32.0,4.0,0.35,1,0,0.9932234,1.0
8454,35.5,3.8,2.16,1,0,0.999858,1.0
8455,37.0,3.1,0.19,1,0,0.97804445,1.0
8456,34.0,3.4,-0.15,1,0,0.94262284,1.0
8457,36.0,3.7,0.35,1,1,0.9892497,1.0
8459,33.0,3.7,1.4,1,1,0.9997105,1.0
8461,39.0,2.7,0.18,1,0,0.9473318,1.0
8462,39.0,3.3,-0.26,1,0,0.8863752,0.0
8463,38.0,3.7,0.69,1,1,0.98439264,1.0
8464,39.5,3.4,1.13,1,1,0.99355584,1.0
8465,38.0,3.1,-0.36,1,0,0.9644153,1.0
8466,36.0,3.1,-0.89,1,0,0.90166146,1.0
8468,35.0,3.0,-0.55,1,1,0.78309226,1.0
8469,41.0,3.0,2.18,1,1,0.98894346,1.0
8470,37.0,2.7,0.82,1,0,0.9622493,1.0
8471,27.0,3.0,-0.97,1,1,0.7041391,1.0
8473,30.0,3.6,-1.15,1,1,0.6828578,1.0
8474,40.0,3.6,1.19,1,1,0.9980465,1.0
8475,34.5,3.7,1.16,1,1,0.9996388,1.0
8476,26.0,3.4,-0.81,1,0,0.6735384,1.0
8477,38.0,3.7,0.61,1,0,0.9944853,1.0
8478,35.0,3.1,0.9,1,1,0.9494355,1.0
8480,43.0,2.1,1.24,1,0,0.99784493,1.0
8481,37.0,3.0,-1.31,1,0,0.6540004,1.0
8482,38.0,2.9,0.03,1,1,0.9069809,1.0
8483,36.0,2.1,-0.07,1,0,0.91224706,1.0
8484,39.0,2.8,-0.49,1,0,0.9159009,1.0
8485,38.0,3.5,-0.07,1,0,0.96985626,1.0
8486,41.0,2.7,0.98,1,0,0.98701245,1.0
8487,36.0,3.4,-0.65,1,0,0.8939281,1.0
8488,39.0,3.1,0.14,1,0,0.95470077,1.0
8490,39.0,3.2,-0.07,1,0,0.94093883,1.0
8491,31.5,2.4,-2.02,1,1,0.16955745,0.0
8492,43.0,3.3,1.08,1,1,0.99798477,1.0
8493,34.0,3.2,-0.84,1,1,0.81071544,1.0
8494,32.5,3.1,-1.12,1,0,0.6223232,0.0
8495,40.0,3.0,1.47,1,1,0.9988721,1.0
8496,36.0,3.4,0.24,1,1,0.96757364,1.0
8497,36.0,3.2,-0.13,1,0,0.9357127,1.0
8499,29.0,2.9,0.32,1,1,0.9769786,1.0
8500,33.0,3.4,-1.04,1,0,0.79215646,1.0
8501,32.0,3.5,0.92,1,1,0.96427274,1.0
8502,32.0,2.9,0.33,1,0,0.95463175,1.0
8503,35.3,3.1,0.67,1,1,0.9821945,1.0
8504,34.0,3.3,0.61,1,1,0.9814264,1.0
8505,34.0,3.5,0.51,1,1,0.9538752,1.0
8506,33.0,3.5,0.3,1,1,0.9428362,1.0
8507,32.0,3.3,1.47,1,1,0.9977379,1.0
8508,38.0,2.8,-0.27,1,1,0.9259418,1.0
8509,36.0,3.2,-0.15,1,1,0.8527159,1.0
8511,31.0,3.8,-0.48,1,1,0.80152327,0.0
8512,32.0,3.7,0.55,1,0,0.96825045,1.0
8514,33.0,3.5,0.92,1,0,0.9769206,1.0
8515,33.0,2.0,0.3,1,0,0.93025565,1.0
8516,34.0,3.9,1.43,1,1,0.99985147,1.0
8517,38.0,3.1,1.12,1,1,0.9844499,1.0
8518,34.0,3.5,0.82,1,1,0.9984066,1.0
8520,36.0,3.3,0.57,1,1,0.97782314,1.0
8521,20.0,2.9,-0.95,1,1,0.6416395,1.0
8522,32.0,2.8,-0.58,1,0,0.7426539,1.0
8523,30.0,3.2,-1.13,1,1,0.5677822,0.0
8524,36.0,3.2,1.16,1,0,0.98136234,1.0
8525,42.0,2.9,-0.15,1,0,0.97981066,1.0
8526,34.0,3.4,-0.27,1,1,0.9234711,1.0
8527,33.0,3.9,0.05,1,1,0.9176378,1.0
8528,29.0,3.1,-0.46,1,1,0.8477918,1.0
8529,37.0,3.3,-0.32,1,1,0.9165007,1.0
8530,35.3,3.4,-0.11,1,1,0.9605767,1.0
8531,39.0,3.0,0.3,1,0,0.9578954,1.0
8532,36.0,4.0,2.93,1,1,0.99976,1.0
8533,23.0,3.2,-0.56,0,1,0.39863655,1.0
8534,33.0,3.3,0.55,1,0,0.98107946,1.0
8535,37.5,3.4,1.68,1,0,0.9981177,1.0
8536,37.0,3.1,-0.21,1,1,0.9132889,1.0
8537,32.0,3.4,0.67,1,0,0.9775735,1.0
8538,25.0,2.4,-0.85,0,1,0.2701776,0.0
8539,33.5,3.0,-0.21,1,1,0.89660764,1.0
8540,35.0,3.7,-0.25,1,1,0.9430237,1.0
8542,34.0,3.2,-0.38,1,1,0.79283,1.0
8543,34.0,3.4,-0.64,1,0,0.864932,1.0
8544,36.0,3.2,-0.48,1,1,0.9163339,1.0
8545,37.0,3.3,0.24,1,0,0.9779479,1.0
8546,35.0,3.6,1.12,1,0,0.99792755,1.0
8548,31.0,3.9,-0.58,1,1,0.8298678,1.0
8549,39.0,3.4,-0.11,1,0,0.95494443,1.0
8550,32.0,3.9,1.64,1,0,0.9999387,1.0
8551,33.0,3.6,1.37,1,1,0.9978796,1.0
8552,30.5,3.2,-0.15,1,0,0.7660567,1.0
8553,41.0,3.8,0.14,1,0,0.97555023,1.0
8554,36.0,3.3,-0.46,1,0,0.89780015,1.0
8556,29.3,3.1,-0.21,1,1,0.9346645,1.0
8557,37.0,3.1,-0.01,1,0,0.95443374,1.0
8558,32.0,3.6,0.26,1,0,0.904117,1.0
8559,27.0,3.8,-0.03,1,1,0.9587793,1.0
8560,33.0,3.4,-0.11,1,0,0.94723016,1.0
8561,38.0,3.3,1.64,1,0,0.9992022,1.0
8562,36.0,3.6,0.96,1,1,0.99307406,1.0
8563,20.0,3.0,-0.69,0,1,0.36434665,1.0
8564,35.0,3.6,-0.32,1,0,0.74973446,0.0
8566,37.0,3.5,0.82,1,1,0.9979824,1.0
8567,36.0,3.1,0.47,1,0,0.9850817,1.0
8568,39.0,3.2,1.02,1,0,0.9958377,1.0
8569,28.0,3.6,-0.17,1,1,0.92693245,1.0
8570,30.0,3.7,-0.4,1,1,0.83388036,1.0
8571,38.0,2.9,-0.4,1,1,0.9286137,1.0
8572,38.0,3.3,0.98,1,1,0.9661767,1.0
8573,33.0,3.5,0.57,1,0,0.9732536,1.0
8574,31.0,3.4,1.02,1,1,0.99497813,1.0
8575,37.0,3.3,-0.05,1,1,0.9398416,1.0
8576,39.0,2.5,1.84,1,0,0.98526984,1.0
8577,36.0,3.2,0.92,1,1,0.9244649,1.0
8578,43.0,2.5,0.36,1,1,0.96499676,1.0
8579,34.0,3.4,1.3,1,0,0.9958716,1.0
8580,30.0,2.4,0.03,1,0,0.7097532,0.0
8581,35.0,3.3,0.75,1,0,0.97489583,1.0
8582,24.0,3.5,0.03,0,1,0.87459874,1.0
8583,36.0,3.2,-0.46,1,1,0.7638216,0.0
8584,42.0,3.1,-1.18,1,0,0.8875025,1.0
8585,37.0,3.1,0.57,1,1,0.90760183,1.0
8586,41.0,2.8,-0.42,1,1,0.94144964,1.0
8587,30.0,3.5,-0.05,1,1,0.9044136,1.0
8588,38.0,3.9,-0.86,1,1,0.62686336,0.0
8589,33.0,3.3,-0.38,1,0,0.9057665,1.0
8590,39.0,3.3,1.6,1,1,0.9997161,1.0
8591,33.0,3.2,-0.69,1,0,0.8701297,1.0
8592,35.0,3.3,0.88,1,0,0.98311836,1.0
8593,35.0,3.2,-0.15,1,1,0.7957677,0.0
8594,39.0,3.3,0.14,1,1,0.9552307,1.0
8595,41.0,3.3,1.88,1,0,0.9996768,1.0
8596,31.0,3.2,0.65,1,1,0.93760294,1.0
8597,31.5,2.9,1.06,1,0,0.9978492,1.0
8598,37.0,2.9,-0.46,1,1,0.81087905,1.0
8599,35.0,3.2,-0.69,1,0,0.8752504,0.0
8600,39.0,3.5,1.12,1,0,0.9989329,1.0
8601,38.0,3.5,0.03,1,1,0.9515061,1.0
8602,37.0,3.2,0.67,1,0,0.9914688,1.0
8603,37.0,3.0,-0.11,1,0,0.94395477,1.0
8604,36.0,3.8,1.91,1,0,0.9999453,1.0
8605,30.0,3.2,-1.28,1,1,0.6794141,0.0
8606,31.0,4.0,0.09,1,0,0.9938021,1.0
8607,28.5,3.3,-0.99,0,1,0.5728006,1.0
8608,34.0,2.9,1.27,1,0,0.9977623,1.0
8609,36.0,3.0,0.45,1,0,0.98119086,1.0
8610,40.0,2.7,1.49,1,0,0.9984315,1.0
8611,38.0,3.3,0.86,1,0,0.97797954,1.0
8612,24.5,3.7,0.96,1,1,0.97812337,1.0
8613,29.0,3.4,1.42,1,1,0.9992255,1.0
8614,36.0,3.0,1.16,1,1,0.9812122,1.0
8615,21.0,3.5,-1.59,0,1,0.76412266,1.0
8616,30.7,3.7,0.03,1,1,0.9626741,1.0
8617,39.0,2.9,1.23,1,0,0.9961423,1.0
8618,33.0,3.3,-0.15,1,1,0.89421666,1.0
8619,40.0,3.0,-0.89,1,0,0.901687,1.0
8620,36.0,3.8,0.65,1,0,0.9897865,1.0
8621,19.0,3.0,-2.02,0,1,0.06093453,0.0
8622,30.0,3.2,-0.01,1,0,0.91388667,1.0
8623,36.0,3.5,0.34,1,1,0.98336315,1.0
8624,33.0,3.3,-0.27,1,1,0.9219694,1.0
8625,37.0,3.4,0.67,1,0,0.99173284,1.0
8627,38.0,3.1,-0.27,1,0,0.95634633,0.0
8628,33.0,3.6,0.3,1,0,0.95963365,1.0
8629,36.0,3.2,0.36,1,1,0.9803233,1.0
8630,29.0,3.5,-1.0,1,0,0.42033368,1.0
8631,32.0,3.2,0.3,1,1,0.9422935,1.0
8633,36.0,3.2,0.47,1,0,0.9836627,1.0
8634,26.0,2.9,-2.25,1,1,0.21365286,0.0
8635,36.0,3.0,0.2,1,0,0.9727721,1.0
8636,32.5,2.6,1.29,1,1,0.9830921,1.0
8637,32.0,3.4,0.98,1,0,0.98566705,1.0
8638,37.0,3.1,0.14,1,1,0.9596114,1.0
8639,33.0,3.7,1.12,1,1,0.9993036,1.0
8640,33.0,3.3,0.04,1,1,0.93006533,1.0
8641,32.5,3.5,0.45,1,0,0.9587099,1.0
8642,36.0,3.4,-0.25,1,0,0.909556,0.0
8643,34.0,3.5,0.55,1,0,0.98926395,1.0
8644,36.0,3.0,0.05,1,1,0.6925257,0.0
8645,43.0,3.1,0.67,1,1,0.99587727,1.0
8646,38.0,3.5,1.31,1,0,0.9961448,1.0
8647,34.5,3.2,1.33,1,0,0.9767071,1.0
8648,37.0,3.3,-1.45,1,1,0.6689007,1.0
8649,43.0,3.0,0.82,1,0,0.99765885,1.0
8651,35.0,3.2,-0.9,1,0,0.82339555,1.0
8652,37.0,4.0,1.19,1,0,0.9973865,1.0
8653,36.0,2.8,-0.17,1,1,0.88800627,1.0
8654,35.0,3.5,0.75,1,0,0.99144393,1.0
8655,38.0,2.8,0.24,1,0,0.89980716,1.0
8656,28.5,3.1,-0.36,1,1,0.8616648,1.0
8657,28.5,2.9,0.61,1,0,0.9467456,1.0
8658,33.0,2.6,-0.17,1,0,0.8398017,0.0
8660,28.7,3.0,0.38,1,0,0.97965586,1.0
8661,20.0,2.7,-0.54,0,1,0.23983857,1.0
8662,40.0,2.9,0.3,1,0,0.9529329,1.0
8663,30.0,2.9,-0.13,0,1,0.80479676,1.0
8664,21.0,2.3,-1.8,0,0,0.2299799,0.0
8665,35.0,3.6,-0.79,1,1,0.9183203,1.0
8666,36.0,3.2,-0.25,1,0,0.9051827,1.0
8667,36.0,3.5,1.54,1,1,0.9991404,1.0
8668,40.0,2.8,0.75,1,0,0.99145657,1.0
8669,41.0,2.8,1.37,1,0,0.9965269,1.0
8670,35.0,3.4,0.2,1,0,0.95260495,1.0
8671,36.0,2.7,-1.4,1,1,0.66272974,1.0
8672,38.0,2.9,-1.3,1,0,0.77376175,0.0
8673,36.5,3.5,0.45,1,0,0.98896235,1.0
8674,37.0,2.9,-1.51,1,1,0.7180139,0.0
8675,33.0,3.3,0.14,1,0,0.93471175,1.0
8676,35.0,3.6,-0.42,1,1,0.95940495,1.0
8678,24.0,2.5,-0.85,1,1,0.4897342,1.0
8679,28.0,2.5,-0.52,1,0,0.64433247,0.0
8680,41.0,3.6,1.5,1,1,0.99862254,1.0
8681,40.0,2.8,1.16,1,1,0.9647665,1.0
8682,38.0,3.2,-0.07,1,0,0.96349573,1.0
8683,32.0,3.3,-0.64,1,1,0.7116775,1.0
8684,26.5,3.2,-0.62,1,0,0.69690937,0.0
8685,38.0,3.1,1.29,1,0,0.96053505,1.0
8686,32.0,3.3,-0.01,1,0,0.91716707,1.0
8687,21.7,3.6,-0.69,0,1,0.8682521,1.0
8688,33.0,3.4,-0.29,1,0,0.9352921,1.0
8689,23.5,3.4,-0.85,0,1,0.4621362,0.0
8690,29.5,3.5,-0.11,1,0,0.966151,1.0
8691,36.0,2.9,0.1,1,0,0.8964862,0.0
8692,33.0,3.4,-0.05,1,1,0.92608553,1.0
8693,40.0,3.2,-0.32,1,0,0.9241341,1.0
8694,38.0,3.2,1.02,1,0,0.9919367,1.0
8695,33.0,3.8,0.05,1,0,0.91221017,1.0
8696,27.0,3.6,-0.27,1,0,0.9456175,1.0
8697,30.3,3.3,0.51,1,1,0.94500285,1.0
8698,33.0,3.4,0.47,1,1,0.962789,1.0
8699,39.0,2.9,-0.46,1,0,0.93883353,1.0
8700,22.5,2.6,-1.67,0,1,0.46944433,1.0
8701,22.5,2.8,-0.93,0,1,0.661942,1.0
8702,38.0,2.7,-0.05,1,0,0.72729564,0.0
8703,31.3,3.0,-0.87,1,0,0.807496,1.0
8704,31.5,2.8,-0.15,1,0,0.811948,1.0
8705,38.0,3.3,0.05,1,0,0.9376587,1.0
8706,37.0,3.8,1.08,1,1,0.9996444,1.0
8707,37.0,4.0,0.48,1,0,0.9883585,1.0
8708,35.0,3.5,0.03,1,0,0.94051856,1.0
8709,34.0,3.2,-0.21,1,0,0.87835294,1.0
8710,35.0,3.2,1.47,1,0,0.9970335,1.0
8711,34.0,3.8,0.14,1,0,0.95309484,1.0
8712,37.0,3.3,-0.01,1,0,0.9591282,1.0
8713,35.0,3.4,-0.21,1,1,0.8728376,0.0
8714,35.0,3.3,-1.39,1,1,0.6739772,0.0
8715,37.0,3.4,-1.04,1,0,0.9082679,1.0
8716,37.0,3.1,-0.6,1,1,0.9150261,1.0
8717,31.0,2.8,0.51,1,0,0.9034855,0.0
8718,30.0,3.8,0.61,1,0,0.5644097,0.0
8719,36.0,3.4,0.2,1,1,0.95430577,1.0
8720,18.0,2.6,-2.1,0,0,0.14642216,0.0
8721,35.5,3.3,0.03,1,0,0.93826574,0.0
8722,29.0,3.1,0.22,1,0,0.99062514,1.0
8723,30.0,2.4,-0.48,1,0,0.5674094,0.0
8724,45.0,3.8,1.12,1,0,0.99544036,1.0
8726,41.0,3.0,0.16,1,0,0.9301697,0.0
8727,33.0,3.6,0.42,1,1,0.9704225,1.0
8728,37.0,3.5,0.14,1,0,0.9433511,0.0
8729,39.0,2.9,1.21,1,0,0.9961423,1.0
8730,38.0,3.6,0.84,1,1,0.9958962,1.0
8731,31.5,3.1,0.79,1,1,0.9446167,1.0
8732,39.0,3.2,1.19,1,1,0.98719925,1.0
8734,36.0,2.7,0.1,1,0,0.93410736,1.0
8735,36.0,3.3,1.06,1,1,0.9802855,1.0
8736,34.0,3.0,0.4,1,1,0.90499717,0.0
8737,21.0,3.1,-1.88,0,1,0.40106738,1.0
8738,34.0,2.2,-0.12,1,0,0.9182582,1.0
8739,35.0,3.2,0.47,1,1,0.9702969,1.0
8740,34.0,3.1,-0.99,1,1,0.7871687,1.0
8741,20.0,3.2,-2.1,0,1,0.126086,0.0
8742,24.0,2.0,-2.1,0,0,0.1766064,0.0
8743,33.5,3.4,0.61,1,1,0.9642233,1.0
8744,23.0,2.8,-2.37,0,1,0.19348739,0.0
8745,35.5,3.4,0.75,1,0,0.9603406,1.0
8746,33.5,3.6,-0.77,1,0,0.9051685,1.0
8747,29.0,3.4,0.55,1,0,0.97460485,1.0
8748,30.0,3.6,0.4,1,1,0.95405364,1.0
8749,18.0,2.8,-1.04,0,1,0.15275794,0.0
8751,35.0,3.4,0.96,1,1,0.96694016,1.0
8752,37.0,2.5,-0.77,1,0,0.83012146,0.0
8753,27.0,3.3,-0.11,1,1,0.92224604,1.0
8755,33.0,3.4,-0.11,1,0,0.94723016,1.0
8756,38.0,3.1,0.36,1,1,0.9848395,1.0
8758,33.0,3.2,-0.21,1,0,0.878299,1.0
8759,32.5,3.4,0.51,1,1,0.9275966,1.0
8760,35.5,3.2,-1.08,1,0,0.8801392,1.0
8761,34.0,3.1,0.86,1,0,0.996314,1.0
8762,32.0,2.7,-1.34,1,0,0.72951263,0.0
8763,34.0,3.5,-0.38,1,0,0.93360823,1.0
8764,34.0,3.5,-0.15,1,0,0.94003624,1.0
8765,28.5,3.0,-1.01,1,1,0.60227174,0.0
8766,34.0,3.6,-0.25,1,0,0.94613135,1.0
8767,26.5,3.2,0.61,1,1,0.82075584,1.0
8768,34.0,3.2,0.16,1,1,0.8697034,1.0
8769,32.5,3.5,-0.01,1,1,0.8183606,0.0
8770,35.0,3.7,1.99,1,0,0.999572,1.0
8771,36.5,3.1,0.05,1,0,0.8381537,1.0
8772,32.5,3.3,-0.56,1,1,0.6670147,0.0
8773,30.0,2.9,0.38,1,0,0.91015524,1.0
8774,35.5,3.0,-0.67,1,1,0.86401594,1.0
8775,35.0,3.4,0.47,1,0,0.9684579,1.0
8776,32.0,3.8,1.31,1,1,0.9989949,1.0
8777,39.0,2.8,-0.19,1,0,0.91998357,0.0
8778,32.0,3.5,1.12,1,1,0.99882597,1.0
8779,30.0,2.4,-1.36,1,0,0.7789124,1.0
8780,32.7,3.5,0.28,1,0,0.95093226,1.0
8781,31.0,3.7,1.45,1,1,0.999841,1.0
8782,42.0,3.6,0.2,1,0,0.9913762,1.0
8783,28.0,2.5,0.94,1,1,0.5400758,1.0
8786,24.5,3.7,0.47,1,0,0.86389804,1.0
8787,39.0,3.6,0.61,1,0,0.99406093,1.0
8788,36.0,3.2,0.47,1,0,0.9836627,1.0
8789,32.0,3.5,-0.56,1,1,0.669057,0.0
8792,34.0,3.7,0.79,1,1,0.9964295,1.0
8793,34.0,3.3,0.94,1,0,0.9896018,1.0
8794,24.0,3.1,-1.36,1,0,0.38041207,0.0
8795,30.0,2.1,-0.17,0,1,0.42857972,0.0
8797,25.0,2.7,-1.08,0,1,0.47236717,0.0
8798,31.0,3.0,0.08,1,1,0.88035834,1.0
8799,16.0,2.9,-0.5,0,0,0.049118415,0.0
8800,20.7,2.4,-0.67,0,0,0.26543146,0.0
8801,29.5,3.5,-0.5,1,0,0.93790793,1.0
8802,36.0,3.3,0.42,1,0,0.98745894,1.0
8803,37.0,3.1,0.65,1,0,0.98200834,1.0
8804,31.0,3.7,0.88,1,1,0.9975434,1.0
8805,40.0,3.0,0.1,1,1,0.95972115,1.0
8806,39.0,2.9,1.64,1,1,0.99954706,1.0
8807,31.5,3.1,1.31,1,1,0.9585641,1.0
8808,34.0,3.5,0.14,1,1,0.922006,1.0
8809,37.0,3.4,1.8,1,1,0.9995334,1.0
8810,33.5,3.4,0.47,1,1,0.9734588,1.0
8811,36.0,3.5,-1.45,1,1,0.56182855,0.0
8812,34.0,2.7,-0.84,1,1,0.7294619,0.0
8814,38.0,3.2,0.65,1,1,0.9816212,1.0
8815,35.0,3.5,1.43,1,1,0.99940884,1.0
8816,39.0,2.8,0.36,1,1,0.95453054,1.0
8817,32.0,3.2,0.36,1,0,0.92037624,1.0
8818,26.0,3.3,-0.25,0,1,0.46791306,0.0
8819,41.0,2.9,1.64,1,0,0.99960524,1.0
8820,18.0,2.5,-0.3,0,1,0.28660178,1.0
8821,36.0,3.3,0.94,1,0,0.9847156,1.0
8822,31.0,2.9,-0.03,1,1,0.8630224,1.0
8823,33.3,2.8,0.36,1,0,0.95448524,1.0
8824,21.0,2.2,-0.67,0,0,0.73470014,1.0
8825,39.0,2.7,1.12,1,0,0.9924085,1.0
8826,32.0,3.2,0.36,1,1,0.8892861,1.0
8827,39.0,3.3,0.32,1,1,0.96002924,1.0
8828,32.0,2.7,-1.73,0,0,0.20623104,0.0
8829,31.5,2.6,0.42,1,0,0.96074694,1.0
8830,31.0,3.1,-0.13,1,0,0.8756875,1.0
8831,32.0,2.8,-0.37,1,0,0.76030886,0.0
8832,27.0,3.4,-1.23,1,0,0.7252992,1.0
8833,41.0,3.3,2.39,1,1,0.9960141,1.0
8834,39.5,2.6,1.52,1,0,0.99207133,1.0
8836,40.0,3.7,0.23,1,0,0.9902868,1.0
8837,36.0,3.0,0.69,1,1,0.9811693,1.0
8838,45.0,3.1,2.15,1,0,0.96842325,1.0
8839,37.0,2.9,0.17,1,0,0.9729984,1.0
8840,37.0,3.0,0.94,1,0,0.99165934,1.0
8841,33.0,3.3,0.4,1,1,0.9567431,1.0
8842,33.0,3.7,1.83,1,1,0.9997055,1.0
8843,40.0,3.7,2.27,1,0,0.9999163,1.0
8844,29.0,3.9,0.64,1,1,0.5739304,0.0
8845,31.0,3.0,0.48,0,1,0.89635825,1.0
8846,42.0,2.6,0.42,1,0,0.9944938,1.0
8847,28.0,2.2,-0.65,0,0,0.6293295,0.0
8848,19.0,3.3,-0.88,0,1,0.56554174,1.0
8849,20.5,2.7,-1.28,0,0,0.28181255,0.0
8850,23.0,4.0,-0.29,0,1,0.9449439,1.0
8851,32.0,3.6,0.46,1,1,0.80261374,0.0
8852,34.0,3.8,1.42,1,1,0.99990416,1.0
8853,27.0,3.0,0.44,0,1,0.83512896,1.0
